Key,Key_Pair,Flight_UD_s,Flight_DD_s,Dwell_Time_s,Is_Overlap,Session_WPM
<space>,y_<space>,0.0940,0.1778,0.0847,0,84.59
b,<space>_b,0.1281,0.2129,0.0609,0,84.59
u,b_u,0.1172,0.1781,0.0882,0,84.59
t,u_t,0.1963,0.0790,0.0777,1,84.59
<space>,t_<space>,0.0390,0.1167,0.0811,0,84.59
t,<space>_t,0.1027,0.0636,0.1095,1,84.59
h,t_h,0.0552,0.1648,0.0906,0,84.59
e,h_e,0.0186,0.1092,0.1088,0,84.59
n,e_n,0.1099,0.0913,0.1195,1,84.59
<space>,n_<space>,0.0526,0.0701,0.1052,0,84.59
i,<space>_i,0.8868,0.9921,0.1154,0,84.59
<space>,i_<space>,0.9645,0.0776,0.1129,1,84.59
g,<space>_g,0.5515,0.6644,0.0821,0,84.59
o,g_o,0.6190,0.0675,0.1257,1,84.59
t,o_t,0.0043,0.1300,0.0883,0,84.59
<space>,t_<space>,0.0107,0.0990,0.0828,0,84.59
g,<space>_g,0.0394,0.1223,0.0862,0,84.59
o,g_o,0.0256,0.1118,0.0493,0,84.59
o,o_o,0.1004,0.1497,0.0701,0,84.59
d,o_d,0.0080,0.0781,0.0995,0,84.59
<space>,d_<space>,0.0421,0.1416,0.0638,0,84.59
p,<space>_p,0.0397,0.1035,0.1328,0,84.59
e,p_e,0.1181,0.0784,0.0679,1,84.59
r,e_r,0.0843,0.1522,0.0750,0,84.59
c,r_c,0.1899,0.2649,0.0827,0,84.59
e,c_e,0.1407,0.2233,0.0579,0,84.59
n,e_n,0.0255,0.0833,0.0373,0,84.59
t,n_t,0.1114,0.1487,0.0733,0,84.59
i,t_i,0.0400,0.1133,0.0848,0,84.59
l,i_l,0.1136,0.1984,0.1183,0,84.59
e,l_e,0.1913,0.0777,0.0859,1,84.59
<space>,e_<space>,0.0417,0.0823,0.1173,0,84.59
i,<space>_i,0.0960,0.0996,0.0847,0,84.59
n,i_n,0.1189,0.2037,0.0938,0,84.59
<space>,n_<space>,0.1920,0.0730,0.1171,1,84.59
j,<space>_j,0.0156,0.1327,0.1344,0,84.59
e,j_e,0.1121,0.0965,0.0839,1,84.59
e,e_e,0.0908,0.1747,0.0820,0,84.59
<space>,e_<space>,0.1557,0.2376,0.1197,0,84.59
m,<space>_m,0.0781,0.1978,0.0928,0,84.59
a,m_a,0.0313,0.1241,0.1004,0,84.59
i,a_i,0.0200,0.1204,0.0598,0,84.59
n,i_n,0.1244,0.1841,0.0980,0,84.59
s,n_s,0.0020,0.1000,0.0533,0,84.59
<space>,s_<space>,0.0375,0.0907,0.0903,0,84.59
a,<space>_a,0.0158,0.1061,0.0605,0,84.59
n,a_n,0.0445,0.1051,0.0923,0,84.59
d,n_d,0.0151,0.1074,0.0759,0,84.59
<space>,d_<space>,0.0281,0.1040,0.1167,0,84.59
t,<space>_t,0.1142,0.2309,0.0784,0,84.59
h,t_h,0.0188,0.0972,0.0940,0,84.59
e,h_e,0.0319,0.1259,0.0940,0,84.59
n,e_n,0.0962,0.0644,0.1242,1,84.59
<space>,n_<space>,0.0388,0.0684,0.1327,0,84.59
g,<space>_g,0.0923,0.2250,0.0624,0,84.59
o,g_o,0.0170,0.0794,0.0529,0,84.59
o,o_o,0.0722,0.1250,0.1236,0,84.59
d,o_d,0.0010,0.1247,0.0854,0,84.59
<space>,d_<space>,0.0140,0.0994,0.1315,0,84.59
r,<space>_r,0.2082,0.3398,0.0749,0,84.59
a,r_a,0.1487,0.2236,0.0990,0,84.59
n,a_n,0.2271,0.0784,0.0533,1,84.59
k,n_k,0.0950,0.1483,0.1266,0,84.59
<space>,k_<space>,0.1625,0.0675,0.1328,1,84.59
a,<space>_a,0.0453,0.1045,0.0615,0,84.59
t,a_t,0.1710,0.2325,0.0646,0,84.59
<space>,t_<space>,0.0015,0.0661,0.0911,0,84.59
e,j_e,0.1740,0.0716,0.0462,1,84.59
j,<space>_j,0.1023,0.1934,0.1302,0,84.59
e,e_e,0.0716,0.1301,0.1123,0,84.59
<space>,e_<space>,0.0253,0.1376,0.1400,0,84.59
a,<space>_a,0.0612,0.2012,0.0699,0,84.59
d,a_d,0.1250,0.1949,0.1008,0,84.59
v,d_v,0.0268,0.1276,0.0767,0,84.59
<space>,v_<space>,0.0362,0.1129,0.1095,0,84.59
s,<space>_s,0.1245,0.2340,0.0665,0,84.59
o,s_o,0.0289,0.0953,0.1367,0,84.59
<space>,o_<space>,0.1051,0.0762,0.1411,1,84.59
n,<space>_n,0.1867,0.3277,0.0707,0,84.59
o,n_o,0.1299,0.2006,0.1301,0,84.59
<space>,o_<space>,0.2173,0.0874,0.0968,1,84.59
o,<space>_o,0.0781,0.1748,0.0816,0,84.59
n,o_n,0.1134,0.1950,0.0972,0,84.59
e,n_e,0.1948,0.0814,0.0877,1,84.59
<space>,e_<space>,0.0021,0.0898,0.1097,0,84.59
s,<space>_s,0.0339,0.1436,0.0613,0,84.59
a,s_a,0.1111,0.1723,0.0854,0,84.59
y,a_y,0.0192,0.1046,0.0688,0,84.59
s,y_s,0.0523,0.1211,0.0376,0,84.59
<space>,s_<space>,0.0169,0.0545,0.0708,0,84.59
h,START,0.0,0.0,0.05586600303649902,1,83.53
e,h_e,0.030255794525146484,0.08612179756164551,0.10935473442077637,0,83.53
y,e_y,0.12755751609802246,0.09730172157287598,0.14095330238342285,1,83.53
<space>,y_<space>,0.1000373363494873,0.1120903491973877,0.09922456741333008,0,83.53
i,<space>_i,0.05858302116394043,0.1578075885772705,0.10203194618225098,0,83.53
m,i_m,0.13604974746704102,0.238081693649292,0.10291385650634766,0,83.53
<space>,m_<space>,0.21472716331481934,0.07867741584777832,0.08568739891052246,1,83.53
u,<space>_u,0.07206583023071289,0.15775322914123535,0.09853744506835938,0,83.53
s,u_s,0.14888834953308105,0.07682251930236816,0.08998990058898926,1,83.53
e,s_e,0.12913227081298828,0.21912217140197754,0.04998040199279785,0,83.53
r,e_r,0.09810590744018555,0.1480863094329834,0.08314394950866699,0,83.53
<space>,r_<space>,0.040282487869262695,0.12342643737792969,0.12363052368164062,0,83.53
2,<space>_2,0.03405356407165527,0.1576840877532959,0.12146162986755371,0,83.53
<space>,2_<space>,0.0020368099212646484,0.12349843978881836,0.1076047420501709,0,83.53
a,<space>_a,0.10313558578491211,0.210740327835083,0.08683538436889648,0,83.53
n,a_n,0.03816080093383789,0.12499618530273438,0.10038638114929199,0,83.53
d,n_d,0.020625591278076172,0.12101197242736816,0.09907841682434082,0,83.53
<space>,d_<space>,0.0012197494506835938,0.10029816627502441,0.07539081573486328,0,83.53
i,<space>_i,0.05428647994995117,0.12967729568481445,0.11306881904602051,0,83.53
<space>,i_<space>,0.15255355834960938,0.0982670783996582,0.04893612861633301,1,83.53
t,<space>_t,0.020197629928588867,0.06913375854492188,0.09092855453491211,0,83.53
h,t_h,0.09704756736755371,0.07684993743896484,0.07963323593139648,1,83.53
i,h_i,0.0809183120727539,0.1605515480041504,0.07821202278137207,0,83.53
n,i_n,0.09870791435241699,0.17691993713378906,0.06740260124206543,0,83.53
k,n_k,0.11178851127624512,0.17919111251831055,0.08950662612915039,0,83.53
<space>,k_<space>,0.006794452667236328,0.09630107879638672,0.06614422798156738,0,83.53
i,<space>_i,0.061574697494506836,0.12771892547607422,0.10997700691223145,0,83.53
<space>,i_<space>,0.1425015926361084,0.08092689514160156,0.12113809585571289,1,83.53
c,<space>_c,0.0029997825622558594,0.12413787841796875,0.07825469970703125,0,83.53
a,c_a,0.16098809242248535,0.2392427921295166,0.10549330711364746,0,83.53
n,a_n,0.24796676635742188,0.08697867393493652,0.145247220993042,1,83.53
<space>,n_<space>,0.06408476829528809,0.08259940147399902,0.10320162773132324,0,83.53
b,<space>_b,0.14164161682128906,0.2448432445526123,0.09896302223205566,0,83.53
e,b_e,0.027464866638183594,0.12642788887023926,0.09964346885681152,0,83.53
<space>,e_<space>,0.11383771896362305,0.08637285232543945,0.10042881965637207,1,83.53
p,<space>_p,0.10878205299377441,0.20921087265014648,0.12110114097595215,0,83.53
r,p_r,0.18427753448486328,0.07549548149108887,0.07054591178894043,1,83.53
e,r_e,0.08397912979125977,0.1545250415802002,0.08992290496826172,0,83.53
d,e_d,0.08194255828857422,0.17186546325683594,0.08286905288696289,0,83.53
i,d_i,0.016170978546142578,0.09904003143310547,0.12363553047180176,0,83.53
c,i_c,0.09691929817199707,0.08074831962585449,0.0886850357055664,1,83.53
t,c_t,0.12456917762756348,0.21325421333312988,0.07389616966247559,0,83.53
e,t_e,0.1108860969543457,0.1847822666168213,0.06282305717468262,0,83.53
d,e_d,0.09664130210876465,0.15946435928344727,0.07946205139160156,0,83.53
<space>,d_<space>,0.03202033042907715,0.11148238182067871,0.06867122650146484,0,83.53
c,<space>_c,0.025576114654541016,0.09424734115600586,0.08469915390014648,0,83.53
o,c_o,0.015442848205566406,0.10014200210571289,0.1218116283416748,0,83.53
r,o_r,0.023797988891601562,0.14560961723327637,0.0324711799621582,0,83.53
r,r_r,0.06843686103820801,0.10090804100036621,0.0909266471862793,0,83.53
e,r_e,0.09236454963684082,0.18329119682312012,0.0692281723022461,0,83.53
c,e_c,0.12473392486572266,0.19396209716796875,0.07085442543029785,0,83.53
t,c_t,0.12537741661071777,0.19623184204101562,0.09121894836425781,0,83.53
l,t_l,0.21358180046081543,0.08820438385009766,0.11912798881530762,1,83.53
y,l_y,0.03111720085144043,0.15024518966674805,0.09761333465576172,0,83.53
<space>,y_<space>,0.01879143714904785,0.11640477180480957,0.07716679573059082,0,83.53
i,<space>_i,0.1423180103302002,0.21948480606079102,0.13394665718078613,0,83.53
<space>,i_<space>,0.2104034423828125,0.0680854320526123,0.17430734634399414,1,83.53
r,<space>_r,0.047998905181884766,0.2223062515258789,0.07943487167358398,0,83.53
e,r_e,0.07624697685241699,0.15568184852600098,0.09470415115356445,0,83.53
a,e_a,0.08395981788635254,0.178663969039917,0.08362436294555664,0,83.53
l,a_l,0.005503416061401367,0.08912777900695801,0.06798148155212402,0,83.53
l,l_l,0.10318136215209961,0.17116284370422363,0.10654067993164062,0,83.53
y,l_y,0.19817566871643066,0.09499430656433105,0.08239197731018066,1,83.53
<space>,y_<space>,0.03753328323364258,0.11992526054382324,0.08371472358703613,0,83.53
h,<space>_h,0.025647640228271484,0.10936236381530762,0.08237457275390625,0,83.53
o,h_o,0.10502314567565918,0.0793755054473877,0.07510185241699219,1,83.53
p,o_p,0.09611392021179199,0.17121577262878418,0.11345815658569336,0,83.53
e,p_e,0.20045256614685059,0.1043386459350586,0.09050679206848145,1,83.53
<space>,e_<space>,0.030735254287719727,0.12124204635620117,0.08698034286499023,0,83.53
y,<space>_y,0.08016347885131836,0.1671438217163086,0.0995473861694336,0,83.53
o,y_o,0.002382993698120117,0.10193037986755371,0.05676579475402832,0,83.53
u,o_u,0.1049201488494873,0.16168594360351562,0.10691022872924805,0,83.53
<space>,u_<space>,0.17647647857666016,0.07155632972717285,0.0926659107208252,1,83.53
g,<space>_g,0.3447878360748291,0.4374537467956543,0.11325335502624512,0,83.53
e,g_e,0.4425821304321289,0.0977942943572998,0.04222464561462402,1,83.53
t,e_t,0.09001398086547852,0.13223862648010254,0.09667587280273438,0,83.53
<space>,t_<space>,0.17467808723449707,0.08466410636901855,0.08584809303283691,1,83.53
m,<space>_m,0.3469512462615967,0.4327993392944336,0.11722564697265625,0,83.53
e,m_e,0.42725062370300293,0.08029937744140625,0.07502412796020508,1,83.53
<space>,e_<space>,0.08609700202941895,0.16112112998962402,0.09222912788391113,0,83.53
r,<space>_r,0.16910290718078613,0.08300590515136719,0.11461734771728516,1,83.53
i,r_i,0.022308826446533203,0.13692617416381836,0.06673574447631836,0,83.53
g,i_g,0.020292997360229492,0.08702874183654785,0.07469010353088379,0,83.53
h,g_h,0.013415813446044922,0.08810591697692871,0.11320662498474121,0,83.53
t,h_t,0.0991063117980957,0.08569049835205078,0.09455728530883789,1,83.53
h,START,0.0,0.0,0.032579660415649414,1,82.66
e,h_e,0.0,0.02657175064086914,0.1170663833618164,1,82.66
y,e_y,0.005081653594970703,0.12214803695678711,0.09604120254516602,0,82.66
<space>,y_<space>,0.09810256958007812,0.09302091598510742,0.07532072067260742,1,82.66
i,<space>_i,0.07562494277954102,0.15094566345214844,0.10652971267700195,0,82.66
m,i_m,0.13001084327697754,0.2365405559539795,0.13405418395996094,0,82.66
<space>,m_<space>,0.21381902694702148,0.08380818367004395,0.11865758895874023,1,82.66
r,<space>_r,0.13732075691223145,0.2559783458709717,0.09266161918640137,0,82.66
e,r_e,0.07014799118041992,0.1628096103668213,0.09021115303039551,0,82.66
a,e_a,0.11380648612976074,0.20401763916015625,0.06960773468017578,0,82.66
l,a_l,0.1805429458618164,0.06673645973205566,0.06620502471923828,1,82.66
l,l_l,0.09770441055297852,0.1639094352722168,0.09884405136108398,0,82.66
y,l_y,0.0009036064147949219,0.0997476577758789,0.07104110717773438,0,82.66
<space>,y_<space>,0.0076045989990234375,0.07864570617675781,0.09997820854187012,0,82.66
l,<space>_l,0.02765822410583496,0.12763643264770508,0.07303881645202637,0,82.66
o,l_o,0.11266374588012695,0.18570256233215332,0.03312969207763672,0,82.66
o,o_o,0.09771251678466797,0.1308422088623047,0.05152773857116699,0,82.66
k,o_k,0.1151285171508789,0.1666562557220459,0.03585028648376465,0,82.66
i,k_i,0.09842061996459961,0.13427090644836426,0.05995655059814453,0,82.66
g,i_g,0.07134270668029785,0.13129925727844238,0.09762001037597656,0,82.66
n,g_n,0.12581801414489746,0.05447530746459961,0.08453202247619629,1,82.66
<space>,n_<space>,0.04291486740112305,0.12744688987731934,0.08772087097167969,0,82.66
f,<space>_f,0.016449928283691406,0.1041707992553711,0.08860206604003906,0,82.66
o,f_o,0.02729058265686035,0.11589264869689941,0.1015322208404541,0,82.66
r,o_r,0.08962774276733398,0.06233716011047363,0.08258819580078125,1,82.66
w,r_w,0.11600732803344727,0.19859552383422852,0.0798335075378418,0,82.66
a,w_a,0.08111453056335449,0.1609480381011963,0.07414364814758301,0,82.66
r,a_r,0.10801911354064941,0.18216276168823242,0.09289169311523438,0,82.66
d,r_d,0.09541153907775879,0.18830323219299316,0.057761430740356445,0,82.66
<space>,d_<space>,0.14917802810668945,0.053766489028930664,0.07671260833740234,1,82.66
t,<space>_t,0.06757640838623047,0.1442890167236328,0.06813764572143555,0,82.66
o,t_o,0.09831595420837402,0.030739545822143555,0.11524486541748047,1,82.66
<space>,o_<space>,0.061428070068359375,0.09882616996765137,0.07194638252258301,0,82.66
g,<space>_g,0.1033935546875,0.175339937210083,0.10901832580566406,0,82.66
e,g_e,0.15735793113708496,0.05396437644958496,0.06632637977600098,1,82.66
t,e_t,0.12245488166809082,0.1887812614440918,0.04846072196960449,0,82.66
t,t_t,0.07575130462646484,0.12421202659606934,0.09776592254638672,0,82.66
i,t_i,0.006192445755004883,0.1039583683013916,0.07834100723266602,0,82.66
g,i_g,0.015413045883178711,0.09375405311584473,0.06363248825073242,0,82.66
n,g_n,0.03870725631713867,0.1023397445678711,0.08306241035461426,0,82.66
<space>,n_<space>,0.11006283760070801,0.07135558128356934,0.05748462677001953,1,82.66
a,<space>_a,0.04277658462524414,0.05448341369628906,0.08304882049560547,0,82.66
n,a_n,0.03925657272338867,0.12230539321899414,0.06499814987182617,0,82.66
m,n_m,0.24644064903259277,0.31143879890441895,0.07029271125793457,0,82.66
o,m_o,0.11462831497192383,0.1849210262298584,0.10324573516845703,0,82.66
r,o_r,0.1846628189086914,0.07003450393676758,0.07136845588684082,1,82.66
e,r_e,0.0815882682800293,0.15295672416687012,0.08355259895324707,0,82.66
<space>,e_<space>,0.15879464149475098,0.07720637321472168,0.13909578323364258,1,82.66
a,<space>_a,0.1256418228149414,0.1319880485534668,0.03862929344177246,0,82.66
c,a_c,0.13741636276245117,0.17604565620422363,0.04335331916809082,0,82.66
c,c_c,0.09540915489196777,0.1387624740600586,0.05289816856384277,0,82.66
u,c_u,0.06801247596740723,0.12091064453125,0.08899426460266113,0,82.66
r,u_r,0.0060694217681884766,0.09506368637084961,0.08021378517150879,0,82.66
a,r_a,0.11689329147338867,0.19710707664489746,0.08714556694030762,0,82.66
t,a_t,0.19810128211975098,0.0812079906463623,0.08485221862792969,1,82.66
e,t_e,0.023761272430419922,0.10861349105834961,0.09564590454101562,0,82.66
<space>,e_<space>,0.09578394889831543,0.07202267646789551,0.07968544960021973,1,82.66
m,<space>_m,0.3142087459564209,0.3938941955566406,0.06973528861999512,0,82.66
o,m_o,0.09942364692687988,0.169158935546875,0.07298851013183594,0,82.66
d,o_d,0.16644501686096191,0.06702136993408203,0.06189107894897461,1,82.66
e,d_e,0.0995795726776123,0.16147065162658691,0.08924674987792969,0,82.66
l,e_l,0.17310190200805664,0.07352232933044434,0.13633251190185547,1,82.66
<space>,l_<space>,0.11368703842163086,0.1294114589691162,0.078369140625,0,82.66
a,<space>_a,0.038167476654052734,0.11653661727905273,0.08716416358947754,0,82.66
n,a_n,0.01070547103881836,0.0978696346282959,0.06836104393005371,0,82.66
d,n_d,0.04254651069641113,0.11090755462646484,0.10334324836730957,0,82.66
<space>,d_<space>,0.1083066463470459,0.06576013565063477,0.08710932731628418,1,82.66
i,<space>_i,0.00693821907043457,0.09404754638671875,0.11529922485351562,0,82.66
<space>,i_<space>,0.11408448219299316,0.1071462631225586,0.054418325424194336,1,82.66
l,<space>_l,0.0937507152557373,0.14816904067993164,0.06600451469421387,0,82.66
v,o_v,0.13004183769226074,0.04948687553405762,0.06636261940002441,1,82.66
o,l_o,0.08055496215820312,0.146559476852417,0.131943941116333,0,82.66
e,v_e,0.12375569343566895,0.20621275901794434,0.1082460880279541,0,82.66
<space>,e_<space>,0.013371467590332031,0.12161755561828613,0.09234166145324707,0,82.66
c,<space>_c,0.22549200057983398,0.31783366203308105,0.10108423233032227,0,82.66
h,c_h,0.3101656436920166,0.08467364311218262,0.06022238731384277,1,82.66
i,h_i,0.11235618591308594,0.1725785732269287,0.07611989974975586,0,82.66
c,i_c,0.22130274772644043,0.2974226474761963,0.14850687980651855,0,82.66
h,c_h,0.09038615226745605,0.2388930320739746,0.07789230346679688,0,82.66
s,h_s,0.04350638389587402,0.1213986873626709,0.09070396423339844,0,82.66
<space>,s_<space>,0.002106904983520508,0.09281086921691895,0.08095645904541016,0,82.66
w,<space>_w,0.08112645149230957,0.16208291053771973,0.09577178955078125,0,82.66
i,w_i,0.14761614799499512,0.06648969650268555,0.1004791259765625,1,82.66
t,i_t,0.08722352981567383,0.18770265579223633,0.08246302604675293,0,82.66
h,t_h,0.13544416427612305,0.04822063446044922,0.11566162109375,1,82.66
<space>,h_<space>,0.05716133117675781,0.09140372276306152,0.10459518432617188,0,82.66
t,<space>_t,0.3991272449493408,0.5037224292755127,0.07741975784301758,0,82.66
h,t_h,0.003967761993408203,0.08138751983642578,0.06060361862182617,0,82.66
i,h_i,0.11585664749145508,0.17646026611328125,0.11581563949584961,0,82.66
k,i_k,0.382004976272583,0.4978206157684326,0.10468196868896484,0,82.66
<space>,k_<space>,0.06259012222290039,0.16727209091186523,0.14464998245239258,0,82.66
a,<space>_a,0.17501401901245117,0.31966400146484375,0.10332036018371582,0,82.66
s,a_s,0.11289572715759277,0.2162160873413086,0.05118227005004883,0,82.66
s,s_s,0.09312915802001953,0.14431142807006836,0.06250619888305664,0,82.66
e,s_e,0.11970257759094238,0.18220877647399902,0.04881000518798828,0,82.66
s,e_s,0.09652066230773926,0.14533066749572754,0.07919549942016602,0,82.66
h,START,0.0,0.0,0.0256803035736084,1,87.18
e,h_e,0.005110502243041992,0.03079080581665039,0.09858179092407227,0,87.18
y,e_y,0.00141143798828125,0.09999322891235352,0.0804440975189209,0,87.18
<space>,y_<space>,0.0064470767974853516,0.08689117431640625,0.10303711891174316,0,87.18
i,<space>_i,0.05232119560241699,0.15535831451416016,0.08842062950134277,0,87.18
m,i_m,0.10093283653259277,0.18935346603393555,0.08854198455810547,0,87.18
<space>,m_<space>,0.16463494300842285,0.06370210647583008,0.10042524337768555,1,87.18
u,<space>_u,0.04519367218017578,0.14561891555786133,0.0800926685333252,0,87.18
s,u_s,0.1172332763671875,0.07203960418701172,0.07517719268798828,1,87.18
e,s_e,0.10663437843322754,0.18181157112121582,0.07593297958374023,0,87.18
r,e_r,0.08814191818237305,0.16407489776611328,0.08823657035827637,0,87.18
<space>,r_<space>,0.021979570388793945,0.11021614074707031,0.09183359146118164,0,87.18
3,<space>_3,0.04779171943664551,0.13962531089782715,0.07556343078613281,0,87.18
<space>,3_<space>,0.0025124549865722656,0.07807588577270508,0.08683443069458008,0,87.18
a,<space>_a,0.06648540496826172,0.1533198356628418,0.08553743362426758,0,87.18
n,a_n,0.04541730880737305,0.13095474243164062,0.0805659294128418,0,87.18
d,n_d,0.01344609260559082,0.09401202201843262,0.07973051071166992,0,87.18
<space>,d_<space>,0.07683515548706055,0.06338906288146973,0.07602691650390625,1,87.18
i,<space>_i,0.04469633102416992,0.12072324752807617,0.05482792854309082,0,87.18
m,i_m,0.12001943588256836,0.17484736442565918,0.10029840469360352,0,87.18
<space>,m_<space>,0.18858027458190918,0.06856083869934082,0.09487414360046387,1,87.18
h,<space>_h,0.2012648582458496,0.2961390018463135,0.0848238468170166,0,87.18
e,h_e,0.2628493309020996,0.06158447265625,0.0612337589263916,1,87.18
r,e_r,0.07738161087036133,0.13861536979675293,0.07065749168395996,0,87.18
e,r_e,0.09462189674377441,0.16527938842773438,0.07648992538452148,0,87.18
<space>,e_<space>,0.005441427230834961,0.08193135261535645,0.0819542407989502,0,87.18
t,<space>_t,0.03655576705932617,0.11851000785827637,0.07893729209899902,0,87.18
o,t_o,0.008315086364746094,0.08725237846374512,0.09211993217468262,0,87.18
<space>,o_<space>,0.05518960952758789,0.0468745231628418,0.10418105125427246,1,87.18
d,<space>_d,0.07746577262878418,0.18164682388305664,0.07190775871276855,0,87.18
e,d_e,0.10646176338195801,0.17836952209472656,0.0687873363494873,0,87.18
m,e_m,0.002861499786376953,0.07164883613586426,0.06509041786193848,0,87.18
o,m_o,0.09934067726135254,0.16443109512329102,0.04320526123046875,0,87.18
n,o_n,0.10064578056335449,0.14385104179382324,0.10098648071289062,0,87.18
s,n_s,0.19868040084838867,0.09803462028503418,0.0864872932434082,1,87.18
t,s_t,0.09088277816772461,0.1773700714111328,0.08161234855651855,0,87.18
a,t_a,0.14780235290527344,0.229414701461792,0.10017943382263184,0,87.18
r,a_r,0.0020508766174316406,0.10223031044006348,0.06376886367797852,0,87.18
e,r_e,0.1083364486694336,0.1721053123474121,0.09382200241088867,0,87.18
t,e_t,0.15556931495666504,0.047232866287231445,0.06885218620300293,1,87.18
<space>,t_<space>,0.08191800117492676,0.1507701873779297,0.06790566444396973,0,87.18
t,<space>_t,0.09549880027770996,0.1634044647216797,0.08554816246032715,0,87.18
h,t_h,0.17802786827087402,0.08252906799316406,0.08130335807800293,1,87.18
e,h_e,0.035076141357421875,0.1163794994354248,0.06938385963439941,0,87.18
<space>,e_<space>,0.0972752571105957,0.06219911575317383,0.08586335182189941,1,87.18
a,<space>_a,0.0634758472442627,0.1493391990661621,0.08091211318969727,0,87.18
c,a_c,0.11426782608032227,0.19517993927001953,0.04076814651489258,0,87.18
c,c_c,0.09087610244750977,0.13164424896240234,0.07283663749694824,0,87.18
u,c_u,0.07799983024597168,0.15083646774291992,0.0789186954498291,0,87.18
r,u_r,0.03105020523071289,0.10996890068054199,0.0670161247253418,0,87.18
a,r_a,0.1337265968322754,0.2007427215576172,0.06939101219177246,0,87.18
c,a_c,0.1447892189025879,0.21418023109436035,0.07419657707214355,0,87.18
y,c_y,0.014116764068603516,0.08831334114074707,0.09330129623413086,0,87.18
<space>,y_<space>,0.0868072509765625,0.07269048690795898,0.07932782173156738,1,87.18
o,<space>_o,0.12511801719665527,0.20444583892822266,0.09783625602722168,0,87.18
f,o_f,0.01846790313720703,0.11630415916442871,0.09215140342712402,0,87.18
<space>,f_<space>,0.00805521011352539,0.10020661354064941,0.07438826560974121,0,87.18
o,<space>_o,0.057370662689208984,0.1317589282989502,0.0765523910522461,0,87.18
u,o_u,0.11360740661621094,0.19015979766845703,0.0730123519897461,0,87.18
r,u_r,0.01303863525390625,0.08605098724365234,0.08044290542602539,0,87.18
<space>,r_<space>,0.081329345703125,0.06829071044921875,0.07797122001647949,1,87.18
m,<space>_m,0.08546614646911621,0.1634373664855957,0.08984875679016113,0,87.18
o,m_o,0.098876953125,0.18872570991516113,0.0770413875579834,0,87.18
d,o_d,0.009121417999267578,0.08616280555725098,0.06010937690734863,0,87.18
e,d_e,0.10575675964355469,0.16586613655090332,0.0848395824432373,0,87.18
l,e_l,0.17389774322509766,0.06814098358154297,0.1136770248413086,1,87.18
<space>,l_<space>,0.06710433959960938,0.08380293846130371,0.0856788158416748,0,87.18
t,<space>_t,0.02807760238647461,0.11375641822814941,0.08415794372558594,0,87.18
o,t_o,0.032356977462768555,0.11651492118835449,0.08790898323059082,0,87.18
<space>,o_<space>,0.07303619384765625,0.040679216384887695,0.09553718566894531,1,87.18
y,<space>_y,0.044316768646240234,0.09154653549194336,0.07163810729980469,0,87.18
o,y_o,0.010638713836669922,0.08227682113647461,0.08473849296569824,0,87.18
u,o_u,0.11616134643554688,0.20089983940124512,0.09366798400878906,0,87.18
