Key,Key_Pair,Flight_UD_s,Flight_DD_s,Dwell_Time_s,Is_Overlap,Session_WPM
e,h_e,0.018332481384277344,0.08880329132080078,0.07752871513366699,0,80.74
l,e_l,0.7660906314849854,0.8436193466186523,0.05813908576965332,0,80.74
l,l_l,0.0666356086730957,0.12477469444274902,0.06411409378051758,0,80.74
o,l_o,0.3259925842285156,0.3901066780090332,0.09888410568237305,0,80.74
<space>,o_<space>,0.08767414093017578,0.18655824661254883,0.07059526443481445,0,80.74
c,<space>_c,0.0653524398803711,0.13594770431518555,0.0923159122467041,0,80.74
n,a_n,0.10203933715820312,0.048403263092041016,0.04140901565551758,1,80.74
a,c_a,0.05363607406616211,0.1459519863128662,0.09487366676330566,0,80.74
<space>,n_<space>,0.0651102066040039,0.11158061027526855,0.05992770195007324,0,80.74
y,<space>_y,0.10460758209228516,0.1645352840423584,0.03937387466430664,0,80.74
o,y_o,0.11649179458618164,0.15586566925048828,0.04591059684753418,0,80.74
u,o_u,0.06743240356445312,0.1133430004119873,0.04680061340332031,0,80.74
<space>,u_<space>,0.009966850280761719,0.05676746368408203,0.0957186222076416,0,80.74
d,<space>_d,0.17440080642700195,0.27011942863464355,0.09749698638916016,0,80.74
e,d_e,0.04614448547363281,0.14364147186279297,0.08393526077270508,0,80.74
t,e_t,0.08373332023620605,0.16766858100891113,0.0633382797241211,0,80.74
e,t_e,0.08566808700561523,0.14900636672973633,0.04960060119628906,0,80.74
c,e_c,0.10682940483093262,0.15643000602722168,0.06707382202148438,0,80.74
t,c_t,0.08633780479431152,0.1534116268157959,0.06867122650146484,0,80.74
<space>,t_<space>,0.11974811553955078,0.03341031074523926,0.05681252479553223,1,80.74
w,<space>_w,0.07007932662963867,0.1268918514251709,0.08396244049072266,0,80.74
h,w_h,0.001924753189086914,0.08588719367980957,0.057413578033447266,0,80.74
a,h_a,0.026691913604736328,0.0841054916381836,0.0787351131439209,0,80.74
t,a_t,0.08300518989562988,0.16174030303955078,0.07997441291809082,0,80.74
<space>,t_<space>,0.12545323371887207,0.04244804382324219,0.047222137451171875,1,80.74
u,<space>_u,0.11850547790527344,0.1657276153564453,0.053751468658447266,0,80.74
s,u_s,0.15572619438171387,0.03722071647644043,0.07632946968078613,1,80.74
e,s_e,0.07107400894165039,0.14740347862243652,0.052596092224121094,0,80.74
r,e_r,0.06838846206665039,0.12098455429077148,0.0844109058380127,0,80.74
<space>,r_<space>,0.12166070938110352,0.053272247314453125,0.051401615142822266,1,80.74
i,<space>_i,0.19530749320983887,0.24670910835266113,0.048958778381347656,0,80.74
<space>,i_<space>,0.10088396072387695,0.1498427391052246,0.04459547996520996,0,80.74
a,<space>_a,0.06149029731750488,0.10608577728271484,0.09119749069213867,0,80.74
m,a_m,0.11863923072814941,0.05714893341064453,0.04764914512634277,1,80.74
<space>,m_<space>,0.08176374435424805,0.12941288948059082,0.039365530014038086,0,80.74
b,<space>_b,0.0642850399017334,0.10365056991577148,0.05962371826171875,0,80.74
r,b_r,0.022281885147094727,0.08190560340881348,0.09324216842651367,0,80.74
o,r_o,0.011023283004760742,0.10426545143127441,0.0478360652923584,0,80.74
h,START,0.0,0.0,0.0009999275207519531,1,21.56
<shift_r>,h_<shift_r>,0.14439725875854492,0.14539718627929688,0.04912757873535156,0,21.56
h,START,0.0,0.0,0.02099156379699707,1,88.43
e,h_e,0.11268305778503418,0.13367462158203125,0.09037446975708008,0,88.43
l,e_l,0.03423571586608887,0.12461018562316895,0.05131816864013672,0,88.43
l,l_l,0.06674647331237793,0.11806464195251465,0.0550992488861084,0,88.43
o,l_o,0.0754096508026123,0.1305088996887207,0.04342770576477051,0,88.43
