SL.no.,Key,Key_Pair,Flight_UD_s,Flight_DD_s,Dwell_Time_s,Is_Overlap,Session_WPM
736,y,a_y,0.1351661682128906,0.0685818195343017,0.0789434909820556,1,84.75
737,h,START,0.0,0.0,0.0263195037841796,1,95.06
738,e,h_e,0.0306293964385986,0.0569489002227783,0.0922942161560058,0,95.06
739,l,e_l,0.0511353015899658,0.1434295177459716,0.0404729843139648,0,95.06
740,l,l_l,0.0721395015716552,0.1126124858856201,0.0536653995513916,0,95.06
741,o,l_o,0.1203789710998535,0.1740443706512451,0.0626695156097412,0,95.06
742,<space>,o_<space>,0.0724003314971923,0.1350698471069336,0.0742702484130859,0,95.06
743,i,<space>_i,0.0619029998779296,0.1361732482910156,0.0652706623077392,0,95.06
744,<space>,i_<space>,0.1090519428253173,0.1743226051330566,0.0554695129394531,0,95.06
745,a,<space>_a,0.0698068141937255,0.1252763271331787,0.0945024490356445,0,95.06
746,m,a_m,0.125281810760498,0.0554749965667724,0.0450255870819091,1,95.06
747,<space>,m_<space>,0.0836601257324218,0.128685712814331,0.0435705184936523,0,95.06
748,u,<space>_u,0.1260285377502441,0.1695990562438964,0.0695500373840332,0,95.06
749,s,u_s,0.0090677738189697,0.0786178112030029,0.0808053016662597,0,95.06
750,e,s_e,0.073488712310791,0.1542940139770507,0.0758459568023681,0,95.06
751,r,e_r,0.0653975009918212,0.1412434577941894,0.0916497707366943,0,95.06
752,<space>,r_<space>,0.1238863468170166,0.0584888458251953,0.070075511932373,1,95.06
753,1,<space>_1,0.0707788467407226,0.1408543586730957,0.0914251804351806,0,95.06
754,h,START,0.0,0.0,0.0010008811950683,1,98.19
755,e,h_e,0.0304512977600097,0.0314521789550781,0.1137380599975586,0,98.19
756,l,e_l,0.133897066116333,0.1034457683563232,0.0310609340667724,1,98.19
757,l,l_l,0.087658405303955,0.1187193393707275,0.0413212776184082,0,98.19
758,o,l_o,0.1801009178161621,0.2214221954345703,0.0478167533874511,0,98.19
759,<space>,o_<space>,0.0670342445373535,0.1148509979248046,0.0654590129852294,0,98.19
760,m,<space>_m,0.0287728309631347,0.0942318439483642,0.0736658573150634,0,98.19
761,y,m_y,0.0395886898040771,0.1132545471191406,0.0997872352600097,0,98.19
762,<space>,y_<space>,0.1317939758300781,0.0922052860260009,0.0675690174102783,1,98.19
763,n,<space>_n,0.0822269916534423,0.1497960090637207,0.0519847869873046,0,98.19
764,a,n_a,0.0400130748748779,0.0919978618621826,0.1001834869384765,0,98.19
765,m,a_m,0.1118347644805908,0.0718216896057128,0.057859182357788,1,98.19
766,e,m_e,0.0347175598144531,0.0925767421722412,0.0774612426757812,0,98.19
767,<space>,e_<space>,0.0784773826599121,0.0437598228454589,0.04984712600708,1,98.19
768,i,<space>_i,0.1121866703033447,0.1620337963104248,0.0485754013061523,0,98.19
769,s,i_s,0.0323007106781005,0.0808761119842529,0.0790791511535644,0,98.19
770,<space>,s_<space>,0.001936912536621,0.0810160636901855,0.0434846878051757,0,98.19
771,r,<space>_r,0.1147952079772949,0.1582798957824707,0.0658838748931884,0,98.19
772,i,r_i,0.0234410762786865,0.089324951171875,0.0523808002471923,0,98.19
773,s,i_s,0.0422124862670898,0.0945932865142822,0.0937922000885009,0,98.19
774,h,s_h,0.0903759002685546,0.0481634140014648,0.0537145137786865,1,98.19
775,i,h_i,0.0739398002624511,0.1276543140411377,0.0604228973388671,0,98.19
776,<space>,i_<space>,0.0811808109283447,0.1416037082672119,0.0505990982055664,0,98.19
777,k,<space>_k,0.0981955528259277,0.1487946510314941,0.0774621963500976,0,98.19
778,u,k_u,0.0780634880065918,0.1555256843566894,0.0361280441284179,0,98.19
779,m,u_m,0.1019797325134277,0.1381077766418457,0.0576999187469482,0,98.19
780,a,m_a,0.0131647586822509,0.0708646774291992,0.0668065547943115,0,98.19
781,r,a_r,0.071157693862915,0.1379642486572265,0.0662784576416015,0,98.19
782,<space>,r_<space>,0.0881266593933105,0.1544051170349121,0.0781466960906982,0,98.19
783,c,<space>_c,0.1007721424102783,0.1789188385009765,0.0519649982452392,0,98.19
784,n,a_n,0.1113138198852539,0.0259027481079101,0.0504875183105468,1,98.19
785,a,c_a,0.0854110717773437,0.137376070022583,0.0985355377197265,0,98.19
786,<space>,n_<space>,0.0433790683746337,0.1160118579864502,0.0587608814239501,0,98.19
787,y,<space>_y,0.1121578216552734,0.1709187030792236,0.0600745677947998,0,98.19
788,o,y_o,0.1193969249725341,0.1794714927673339,0.0465161800384521,0,98.19
789,u,o_u,0.0762290954589843,0.1227452754974365,0.0500390529632568,0,98.19
790,<space>,u_<space>,0.0977063179016113,0.1477453708648681,0.0618903636932373,0,98.19
791,t,<space>_t,0.0823645591735839,0.1442549228668213,0.0610823631286621,0,98.19
792,e,t_e,0.2014734745025634,0.2625558376312256,0.0747456550598144,0,98.19
793,l,e_l,0.0019795894622802,0.0767252445220947,0.045938491821289,0,98.19
794,l,l_l,0.057884931564331,0.1038234233856201,0.0620884895324707,0,98.19
795,<space>,l_<space>,0.0443580150604248,0.1064465045928955,0.0690395832061767,0,98.19
796,m,<space>_m,0.0264849662780761,0.0955245494842529,0.0623316764831543,0,98.19
797,e,m_e,0.0115919113159179,0.0739235877990722,0.0806419849395752,0,98.19
798,<space>,e_<space>,0.0080020427703857,0.0886440277099609,0.069659948348999,0,98.19
799,w,<space>_w,0.0323719978332519,0.1020319461822509,0.0975983142852783,0,98.19
800,h,w_h,0.0076706409454345,0.1052689552307128,0.0504710674285888,0,98.19
801,a,h_a,0.0379962921142578,0.0884673595428466,0.0637977123260498,0,98.19
802,t,a_t,0.0987286567687988,0.1625263690948486,0.0749287605285644,0,98.19
803,<space>,t_<space>,0.1423468589782714,0.0436182022094726,0.0614368915557861,1,98.19
804,u,<space>_u,0.1192462444305419,0.1806831359863281,0.0535259246826171,0,98.19
805,s,u_s,0.0121707916259765,0.0656967163085937,0.078620433807373,0,98.19
806,e,s_e,0.0845134258270263,0.1631338596343994,0.0638139247894287,0,98.19
807,r,e_r,0.0730042457580566,0.1368181705474853,0.0895750522613525,0,98.19
808,<space>,r_<space>,0.1350331306457519,0.0620288848876953,0.0464091300964355,1,98.19
809,i,<space>_i,0.1370189189910888,0.1834280490875244,0.0525641441345214,0,98.19
810,<space>,i_<space>,0.0993714332580566,0.1519355773925781,0.0552048683166503,0,98.19
811,a,<space>_a,0.0206689834594726,0.075873851776123,0.1178045272827148,0,98.19
812,m,a_m,0.0947566032409668,0.0740876197814941,0.0697016716003418,1,98.19
813,<shift_r>,m_<shift_r>,0.1925969123840332,0.262298583984375,0.1897552013397216,0,98.19
814,h,START,0.0,0.0,0.0020639896392822,1,73.28
815,e,h_e,0.0019690990447998,0.004033088684082,0.0766754150390625,0,73.28
816,l,e_l,0.0333147048950195,0.109990119934082,0.0502591133117675,0,73.28
817,l,l_l,0.0584347248077392,0.1086938381195068,0.0658545494079589,0,73.28
818,o,l_o,0.0660386085510253,0.1318931579589843,0.0682992935180664,0,73.28
819,<space>,o_<space>,0.0009076595306396,0.069206953048706,0.0889475345611572,0,73.28
820,i,<space>_i,0.0053575038909912,0.0943050384521484,0.0532772541046142,0,73.28
821,<space>,i_<space>,0.1057419776916503,0.1590192317962646,0.0449707508087158,0,73.28
822,a,<space>_a,0.0452849864959716,0.0902557373046875,0.1026873588562011,0,73.28
823,m,a_m,0.1084299087524414,0.0631449222564697,0.065713882446289,1,73.28
824,<space>,m_<space>,0.0641760826110839,0.129889965057373,0.0701360702514648,0,73.28
825,u,<space>_u,0.1178867816925048,0.1880228519439697,0.0639319419860839,0,73.28
826,s,u_s,0.0845179557800293,0.1484498977661132,0.0802826881408691,0,73.28
827,e,s_e,0.0797343254089355,0.1600170135498047,0.0695359706878662,0,73.28
828,r,e_r,0.0836000442504882,0.1531360149383545,0.0804221630096435,0,73.28
829,<space>,r_<space>,0.1582605838775634,0.238682746887207,0.1055991649627685,0,73.28
830,x,<space>_x,0.0814278125762939,0.1870269775390625,0.0887482166290283,0,73.28
831,<space>,x_<space>,0.0119993686676025,0.1007475852966308,0.069826602935791,0,73.28
832,r,<space>_r,0.1534862518310547,0.2233128547668457,0.0786426067352294,0,73.28
833,i,r_i,0.2220256328582763,0.0685393810272216,0.0644636154174804,1,73.28
834,s,i_s,0.059556245803833,0.1240198612213134,0.0760133266448974,0,73.28
835,h,s_h,0.0999679565429687,0.0404117107391357,0.0633449554443359,1,73.28
836,i,h_i,0.086869478225708,0.1502144336700439,0.0771577358245849,0,73.28
837,<space>,i_<space>,0.5657987594604492,0.6429564952850342,0.0605936050415039,0,73.28
838,w,<space>_w,0.4138836860656738,0.4744772911071777,0.0882089138031005,0,73.28
839,h,w_h,0.0174090862274169,0.1056180000305175,0.0618910789489746,0,73.28
840,a,h_a,0.0376276969909668,0.0995187759399414,0.0669269561767578,0,73.28
841,t,a_t,0.1060864925384521,0.1730134487152099,0.0680267810821533,0,73.28
842,<space>,t_<space>,0.1625006198883056,0.0564141273498535,0.0572791099548339,1,73.28
843,a,<space>_a,0.1674907207489013,0.2247698307037353,0.0943074226379394,0,73.28
844,m,a_m,0.2323470115661621,0.0648562908172607,0.0540199279785156,1,73.28
845,<space>,m_<space>,0.0674004554748535,0.1214203834533691,0.0580537319183349,0,73.28
846,i,<space>_i,0.1222784519195556,0.1803321838378906,0.058093786239624,0,73.28
847,<shift_r>,i_<shift_r>,0.139847993850708,0.197941780090332,0.0375490188598632,0,73.28
848,@,<shift_r>_@,0.0,0.0961992740631103,0.0737812519073486,1,76.03
849,<shift_r>,START,0.0,0.0,0.2189068794250488,1,76.03
850,<space>,@_<space>,0.1252632141113281,0.2479708194732666,0.0658819675445556,0,76.03
851,w,<space>_w,0.0460031032562255,0.1118850708007812,0.0862109661102294,0,76.03
852,h,w_h,0.128242015838623,0.0822389125823974,0.0481362342834472,1,76.03
853,o,h_o,0.1035733222961425,0.1517095565795898,0.0480120182037353,0,76.03
854,<space>,o_<space>,0.1008374691009521,0.1488494873046875,0.0493886470794677,0,76.03
855,a,<space>_a,0.1228601932525634,0.0220227241516113,0.0718324184417724,1,76.03
856,r,a_r,0.0820057392120361,0.1538381576538086,0.0558493137359619,0,76.03
857,e,r_e,0.0650601387023925,0.1209094524383544,0.0887892246246337,0,76.03
858,<space>,e_<space>,0.1004576683044433,0.0353975296020507,0.0666570663452148,1,76.03
859,y,<space>_y,0.1188032627105712,0.1854603290557861,0.053797960281372,0,76.03
860,o,y_o,0.1141221523284912,0.1679201126098632,0.0454533100128173,0,76.03
861,u,o_u,0.0637874603271484,0.1092407703399658,0.0704092979431152,0,76.03
862,<space>,u_<space>,0.1159839630126953,0.0521965026855468,0.0901710987091064,1,76.03
863,r,<space>_r,0.1037187576293945,0.1938898563385009,0.08026123046875,0,76.03
864,u,r_u,0.0122621059417724,0.0925233364105224,0.0117692947387695,0,76.03
865,h,u_h,0.511164665222168,0.5229339599609375,0.0768606662750244,0,76.03
866,h,START,0.0,0.0,0.0019736289978027,1,102.48
867,e,h_e,0.0120337009429931,0.0140073299407958,0.0923006534576416,0,102.48
868,l,e_l,0.0341105461120605,0.1264111995697021,0.041588544845581,0,102.48
869,l,l_l,0.0704772472381591,0.1120657920837402,0.0633296966552734,0,102.48
870,o,l_o,0.0922536849975586,0.155583381652832,0.067850112915039,0,102.48
871,<space>,o_<space>,0.0257606506347656,0.0936107635498046,0.0567960739135742,0,102.48
872,i,<space>_i,0.0428674221038818,0.099663496017456,0.0472452640533447,0,102.48
873,<space>,i_<space>,0.1197566986083984,0.1670019626617431,0.0621883869171142,0,102.48
874,a,<space>_a,0.0619962215423584,0.1241846084594726,0.0839381217956543,0,102.48
875,m,a_m,0.1122896671295166,0.0502934455871582,0.0416781902313232,1,102.48
876,<space>,m_<space>,0.0804598331451416,0.1221380233764648,0.0536119937896728,0,102.48
877,u,<space>_u,0.1195528507232666,0.1731648445129394,0.0656263828277587,0,102.48
878,s,u_s,0.1699986457824707,0.0504457950592041,0.0834505558013916,1,102.48
879,e,s_e,0.0780797004699707,0.1615302562713623,0.0683732032775878,0,102.48
880,r,e_r,0.0620419979095459,0.1304152011871338,0.0980973243713378,0,102.48
881,<space>,r_<space>,0.1491434574127197,0.0871014595031738,0.0635135173797607,1,102.48
882,1,<space>_1,0.0786705017089843,0.1421840190887451,0.0863597393035888,0,102.48
883,<caps_lock>,START,0.0,0.0,0.0489668846130371,1,88.19
884,u,<caps_lock>_u,0.0064795017242431,0.0554463863372802,0.0705940723419189,0,88.19
885,<caps_lock>,u_<caps_lock>,0.064037799835205,0.0575582981109619,0.1716532707214355,1,88.19
886,s,<caps_lock>_s,0.1216115951538086,0.1346473693847656,0.0978782176971435,0,88.19
887,e,s_e,0.2419092655181884,0.339787483215332,0.0739057064056396,0,88.19
888,r,e_r,0.0659177303314209,0.1398234367370605,0.0839195251464843,0,88.19
889,<space>,r_<space>,0.0278329849243164,0.1117525100708007,0.0659945011138916,0,88.19
890,x,<space>_x,0.1361908912658691,0.2021853923797607,0.1107411384582519,0,88.19
891,<space>,x_<space>,0.2221908569335937,0.0859999656677246,0.0908610820770263,1,88.19
892,i,<space>_i,0.1200356483459472,0.2108967304229736,0.0652008056640625,0,88.19
893,s,i_s,0.1089389324188232,0.1741397380828857,0.09562349319458,0,88.19
894,<space>,s_<space>,0.1815645694732666,0.0726256370544433,0.0602662563323974,1,88.19
895,t,<space>_t,0.1908795833587646,0.2511458396911621,0.0656609535217285,0,88.19
896,y,t_y,0.1058924198150634,0.171553373336792,0.0784659385681152,0,88.19
897,p,y_p,0.0052630901336669,0.0837290287017822,0.0669736862182617,0,88.19
898,i,p_i,0.1170978546142578,0.1840715408325195,0.0452268123626709,0,88.19
899,n,i_n,0.0808446407318115,0.1260714530944824,0.053905963897705,0,88.19
900,g,n_g,0.0263590812683105,0.0802650451660156,0.0657596588134765,0,88.19
901,<space>,g_<space>,0.0854785442352294,0.0591194629669189,0.0448188781738281,1,88.19
902,c,<space>_c,0.0719468593597412,0.1167657375335693,0.1042006015777587,0,88.19
903,u,c_u,0.1699874401092529,0.0980405807495117,0.0576522350311279,1,88.19
904,e,u_e,0.0747826099395752,0.1324348449707031,0.0437242984771728,0,88.19
905,r,e_r,0.0757827758789062,0.001000165939331,0.0646684169769287,1,88.19
906,r,r_r,0.083895206451416,0.1485636234283447,0.0740144252777099,0,88.19
907,e,r_e,0.0661036968231201,0.14011812210083,0.096158742904663,0,88.19
908,n,e_n,0.1386013031005859,0.0724976062774658,0.0669968128204345,1,88.19
909,t,n_t,0.0502598285675048,0.1172566413879394,0.0865271091461181,0,88.19
910,l,t_l,0.005141258239746,0.0916683673858642,0.0666680335998535,0,88.19
911,y,l_y,0.0161633491516113,0.0828313827514648,0.0782265663146972,0,88.19
912,<space>,y_<space>,0.1396815776824951,0.2179081439971923,0.0697827339172363,0,88.19
913,g,<space>_g,0.1196358203887939,0.1894185543060302,0.0640783309936523,0,88.19
914,u,g_u,0.0800893306732177,0.1441676616668701,0.0799288749694824,0,88.19
915,e,u_e,0.1458218097686767,0.0657324790954589,0.0561189651489257,1,88.19
916,s,e_s,0.0801801681518554,0.1362991333007812,0.0500333309173584,0,88.19
917,v,START,0.0,0.0,0.0009570121765136,1,102.98
918,e,v_e,0.0019998550415039,0.0029568672180175,0.0668914318084716,0,102.98
919,r,e_r,0.0794711112976074,0.1463625431060791,0.0899739265441894,0,102.98
920,y,r_y,0.1376354694366455,0.058164358139038,0.0367228984832763,1,102.98
921,<space>,y_<space>,0.1269669532775879,0.1636898517608642,0.0642890930175781,0,102.98
922,v,<space>_v,0.1103699207305908,0.1746590137481689,0.0419485569000244,0,102.98
923,e,v_e,0.0219998359680175,0.0639483928680419,0.0712084770202636,0,102.98
924,r,e_r,0.0728034973144531,0.1440119743347168,0.0815012454986572,0,102.98
925,y,r_y,0.1301286220550537,0.0573251247406005,0.0343165397644043,1,102.98
926,<space>,y_<space>,0.1335530281066894,0.1678695678710937,0.0647885799407959,0,102.98
927,n,<space>_n,0.1159536838531494,0.1807422637939453,0.054847240447998,0,102.98
928,i,n_i,0.1028835773468017,0.1577308177947998,0.0540277957916259,0,102.98
929,c,i_c,0.1363186836242675,0.0334351062774658,0.0946052074432373,1,102.98
930,e,c_e,0.0702869892120361,0.1648921966552734,0.0912010669708252,0,102.98
931,<space>,e_<space>,0.1208488941192627,0.0505619049072265,0.0516440868377685,1,102.98
932,i,<space>_i,0.1114816665649414,0.1631257534027099,0.0581471920013427,0,102.98
933,c,i_c,0.1555843353271484,0.044102668762207,0.0903205871582031,1,102.98
934,e,c_e,0.0706753730773925,0.1609959602355957,0.0786561965942382,0,102.98
935,<space>,e_<space>,0.1271696090698242,0.0564942359924316,0.0606129169464111,1,102.98
936,c,<space>_c,0.0499637126922607,0.1105766296386718,0.1040480136871337,0,102.98
937,r,c_r,0.0773336887359619,0.1813817024230957,0.0620779991149902,0,102.98
938,e,r_e,0.0663516521453857,0.1284296512603759,0.0742852687835693,0,102.98
939,a,e_a,0.0880181789398193,0.1623034477233886,0.0831489562988281,0,102.98
940,m,a_m,0.1173462867736816,0.0293281078338623,0.0609376430511474,1,102.98
941,h,START,0.0,0.0,0.0,1,89.06
942,e,h_e,0.016186237335205,0.016186237335205,0.0730392932891845,0,89.06
943,l,e_l,0.0484261512756347,0.1214654445648193,0.0466575622558593,0,89.06
944,l,l_l,0.0576281547546386,0.104285717010498,0.0705330371856689,0,89.06
945,o,l_o,0.0681166648864746,0.1386497020721435,0.0580494403839111,0,89.06
946,<space>,o_<space>,0.0013530254364013,0.0594024658203125,0.0948717594146728,0,89.06
947,i,<space>_i,0.014585256576538,0.1094570159912109,0.0409474372863769,0,89.06
948,<space>,i_<space>,0.1004195213317871,0.141366958618164,0.0581259727478027,0,89.06
949,a,<space>_a,0.0497248172760009,0.1078507900238037,0.0899775028228759,0,89.06
950,m,a_m,0.0957622528076171,0.0460374355316162,0.0602350234985351,1,89.06
951,<space>,m_<space>,0.075326919555664,0.1355619430541992,0.0442681312561035,0,89.06
952,u,<space>_u,0.1076095104217529,0.1518776416778564,0.050607681274414,0,89.06
953,s,u_s,0.0161268711090087,0.0667345523834228,0.083897590637207,0,89.06
954,r,s_r,0.1982505321502685,0.2821481227874756,0.0536255836486816,0,89.06
955,<backspace>,r_<backspace>,0.2337043285369873,0.2873299121856689,0.0665323734283447,0,89.06
956,e,<backspace>_e,0.0289642810821533,0.095496654510498,0.0591392517089843,0,89.06
957,r,e_r,0.0719621181488037,0.131101369857788,0.0644295215606689,0,89.06
958,<space>,r_<space>,0.1158845424652099,0.0439224243164062,0.0730888843536377,1,89.06
959,1,<space>_1,0.071096658706665,0.1441855430603027,0.0817253589630127,0,89.06
960,h,START,0.0,0.0,0.0010020732879638,1,79.26
961,e,h_e,0.0296626091003417,0.0306646823883056,0.0948438644409179,0,79.26
962,l,e_l,0.0009377002716064,0.0957815647125244,0.0482943058013916,0,79.26
963,l,l_l,0.0578646659851074,0.106158971786499,0.060112714767456,0,79.26
964,o,l_o,0.0713469982147216,0.1314597129821777,0.0596194267272949,0,79.26
965,<space>,o_<space>,0.1076033115386962,0.0362563133239746,0.1045880317687988,1,79.26
966,i,<space>_i,0.024324893951416,0.1289129257202148,0.0475728511810302,0,79.26
967,<space>,i_<space>,0.1200404167175293,0.1676132678985595,0.0609383583068847,0,79.26
968,a,<space>_a,0.0306818485260009,0.0916202068328857,0.0780947208404541,0,79.26
969,m,a_m,0.0023910999298095,0.0804858207702636,0.0555763244628906,0,79.26
970,<space>,m_<space>,0.0863378047943115,0.1419141292572021,0.0450117588043212,0,79.26
971,u,<space>_u,0.113290786743164,0.1583025455474853,0.0571169853210449,0,79.26
972,s,u_s,0.0363190174102783,0.0934360027313232,0.0746185779571533,0,79.26
973,e,s_e,0.0685017108917236,0.1431202888488769,0.0486011505126953,0,79.26
974,r,e_r,0.0823030471801757,0.1309041976928711,0.0600099563598632,0,79.26
975,<space>,r_<space>,0.0323512554168701,0.0923612117767334,0.0597245693206787,0,79.26
976,1,<space>_1,0.0556955337524414,0.1154201030731201,0.0788290500640869,0,79.26
977,<space>,1_<space>,0.2074263095855713,0.2862553596496582,0.0606720447540283,0,79.26
978,<backspace>,<space>_<backspace>,0.2184538841247558,0.2791259288787842,0.0370566844940185,0,79.26
979,<space>,<backspace>_<space>,0.2182292938232422,0.2552859783172607,0.0861876010894775,0,79.26
980,c,<space>_c,0.0558109283447265,0.1419985294342041,0.083803653717041,0,79.26
981,a,c_a,0.0537331104278564,0.1375367641448974,0.0999891757965087,0,79.26
982,n,a_n,0.1140463352203369,0.0603132247924804,0.0426595211029052,1,79.26
983,<space>,n_<space>,0.0762724876403808,0.1189320087432861,0.06142258644104,0,79.26
984,y,<space>_y,0.1187028884887695,0.1801254749298095,0.0630760192871093,0,79.26
985,o,y_o,0.1082355976104736,0.171311616897583,0.0596787929534912,0,79.26
986,u,o_u,0.0630164146423339,0.1226952075958252,0.0488476753234863,0,79.26
987,<space>,u_<space>,0.0113692283630371,0.0602169036865234,0.0971322059631347,0,79.26
988,p,<space>_p,0.041043996810913,0.1381762027740478,0.061941385269165,0,79.26
989,r,p_r,0.0895860195159912,0.0485420227050781,0.0561320781707763,1,79.26
990,e,r_e,0.088308572769165,0.1444406509399414,0.0557758808135986,0,79.26
991,d,e_d,0.0854322910308837,0.1412081718444824,0.0624411106109619,0,79.26
992,i,d_i,0.0039024353027343,0.0663435459136962,0.0481603145599365,0,79.26
993,x,i_x,0.0522184371948242,0.1003787517547607,0.0575110912322998,0,79.26
994,<backspace>,x_<backspace>,0.4659433364868164,0.5234544277191162,0.0539660453796386,0,79.26
995,c,<backspace>_c,0.2597742080688476,0.3137402534484863,0.0804445743560791,0,79.26
996,t,c_t,0.1036961078643798,0.1841406822204589,0.06038498878479,0,79.26
997,<space>,t_<space>,0.00191330909729,0.06229829788208,0.0658576488494873,0,79.26
998,i,<space>_i,0.1396577358245849,0.2055153846740722,0.0522999763488769,0,79.26
999,t,i_t,0.0646212100982666,0.1169211864471435,0.0548081398010253,0,79.26
1000,<space>,t_<space>,0.0068492889404296,0.061657428741455,0.0516872406005859,0,79.26
1001,c,<space>_c,0.1423807144165039,0.1940679550170898,0.05035400390625,0,79.26
1002,o,c_o,0.0009872913360595,0.0513412952423095,0.051591157913208,0,79.26
1003,r,o_r,0.1053192615509033,0.1569104194641113,0.0408301353454589,0,79.26
1004,r,r_r,0.0848331451416015,0.1256632804870605,0.0612289905548095,0,79.26
1005,e,r_e,0.089921236038208,0.1511502265930175,0.0614631175994873,0,79.26
1006,c,e_c,0.0878322124481201,0.1492953300476074,0.0866565704345703,0,79.26
1007,t,r_t,0.0942296981811523,0.0019998550415039,0.0471985340118408,1,79.26
1008,r,c_r,0.0922298431396484,0.1788864135742187,0.0652413368225097,0,79.26
1009,l,t_l,0.0064489841461181,0.069690465927124,0.0890100002288818,0,79.26
1010,y,l_y,0.0462288856506347,0.1352388858795166,0.076378583908081,0,79.26
1011,<shift_r>,y_<shift_r>,0.0570476055145263,0.1334261894226074,0.13777756690979,0,79.26
1012,h,START,0.0,0.0,0.0012528896331787,1,93.56
1013,e,h_e,0.0,0.0012528896331787,0.059786319732666,0,93.56
1014,l,e_l,0.1691691875457763,0.2289555072784423,0.0488855838775634,0,93.56
1015,l,l_l,0.0617873668670654,0.1106729507446289,0.0740559101104736,0,93.56
1016,o,l_o,0.0936200618743896,0.1676759719848632,0.0662686824798584,0,93.56
1017,<space>,o_<space>,0.0634591579437255,0.1297278404235839,0.1012964248657226,0,93.56
1018,i,<space>_i,0.1487259864807129,0.0852668285369873,0.0555644035339355,1,93.56
1019,<space>,i_<space>,0.1436526775360107,0.1992170810699463,0.0620944499969482,0,93.56
1020,a,<space>_a,0.0763084888458252,0.1384029388427734,0.07659912109375,0,93.56
1021,m,a_m,0.1458826065063476,0.0695741176605224,0.0363619327545166,1,93.56
1022,<space>,m_<space>,0.0827028751373291,0.1190648078918457,0.0505287647247314,0,93.56
1023,u,<space>_u,0.1149039268493652,0.1654326915740966,0.0438530445098876,0,93.56
1024,s,u_s,0.011962890625,0.0558159351348876,0.0798497200012207,0,93.56
1025,e,s_e,0.0657980442047119,0.1456477642059326,0.0524690151214599,0,93.56
1026,r,e_r,0.0676262378692627,0.1200952529907226,0.0738058090209961,0,93.56
1027,<space>,r_<space>,0.1218433380126953,0.0542171001434326,0.0749654769897461,1,93.56
1028,<caps_lock>,<space>_<caps_lock>,0.0231175422668457,0.0980830192565918,0.0969133377075195,0,93.56
1029,x,<caps_lock>_x,0.0503947734832763,0.1473081111907959,0.0885632038116455,0,93.56
1030,<caps_lock>,x_<caps_lock>,0.0337471961975097,0.1223104000091552,0.0974586009979248,0,93.56
1031,<space>,<caps_lock>_<space>,0.1069428920745849,0.2044014930725097,0.0938804149627685,0,93.56
1032,w,<space>_w,0.0162258148193359,0.1101062297821044,0.1040072441101074,0,93.56
1033,h,w_h,0.001589298248291,0.1055965423583984,0.0484366416931152,0,93.56
1034,a,h_a,0.0059976577758789,0.0544342994689941,0.0733978748321533,0,93.56
1035,t,a_t,0.104943037033081,0.1783409118652343,0.0527808666229248,0,93.56
1036,<space>,t_<space>,0.1200349330902099,0.0150918960571289,0.0630939006805419,1,93.56
1037,i,<space>_i,0.1170284748077392,0.1801223754882812,0.0440700054168701,0,93.56
1038,s,i_s,0.0364985466003418,0.0805685520172119,0.074899673461914,0,93.56
1039,<space>,s_<space>,0.1093606948852539,0.0728621482849121,0.0561609268188476,1,93.56
1040,<caps_lock>,<space>_<caps_lock>,0.0138070583343505,0.0699679851531982,0.0751936435699462,0,93.56
1041,x,<caps_lock>_x,0.0576746463775634,0.1328682899475097,0.0843763351440429,0,93.56
1042,<caps_lock>,x_<caps_lock>,0.0135474205017089,0.0979237556457519,0.1025700569152832,0,93.56
1043,<space>,<caps_lock>_<space>,0.016646385192871,0.1192164421081543,0.052703857421875,0,93.56
1044,h,<space>_h,0.0901336669921875,0.1428375244140625,0.0619754791259765,0,93.56
1045,e,h_e,0.0009117126464843,0.0628871917724609,0.0539007186889648,0,93.56
1046,r,e_r,0.0693123340606689,0.1232130527496337,0.0554549694061279,0,93.56
1047,h,START,0.0,0.0,0.0587010383605957,1,92.44
1048,e,h_e,0.0537090301513671,0.1124100685119628,0.0749838352203369,0,92.44
1049,l,e_l,0.1277673244476318,0.0740582942962646,0.040985107421875,1,92.44
1050,l,l_l,0.0583302974700927,0.0993154048919677,0.0674455165863037,0,92.44
1051,o,l_o,0.0787653923034668,0.1462109088897705,0.0626466274261474,0,92.44
1052,<space>,o_<space>,0.0119156837463378,0.0745623111724853,0.0895755290985107,0,92.44
1053,i,<space>_i,0.0874931812286377,0.0755774974822998,0.0361714363098144,1,92.44
1054,<space>,i_<space>,0.1115365028381347,0.1477079391479492,0.0421216487884521,0,92.44
1055,a,<space>_a,0.0820417404174804,0.1241633892059326,0.0679161548614502,0,92.44
1056,m,a_m,0.1107094287872314,0.0286676883697509,0.043511152267456,1,92.44
1057,<space>,m_<space>,0.1245477199554443,0.1680588722229004,0.0698401927947998,0,92.44
1058,u,<space>_u,0.1374361515045166,0.2072763442993164,0.0636694431304931,0,92.44
1059,s,u_s,0.0551517009735107,0.1188211441040039,0.075347900390625,0,92.44
1060,e,s_e,0.069983959197998,0.145331859588623,0.0562717914581298,0,92.44
1061,r,e_r,0.0755808353424072,0.1318526268005371,0.081838846206665,0,92.44
1062,<space>,r_<space>,0.143435001373291,0.0678541660308837,0.0562586784362793,1,92.44
1063,2,<space>_2,0.1081354618072509,0.1643941402435302,0.0625052452087402,0,92.44
1064,<space>,2_<space>,0.1834073066711425,0.2459125518798828,0.0725722312927246,0,92.44
